text,label,meta,context,source,target
<s>Dzhokhar Tsarnaev</s> visits Silva and borrows the Ruger pistol — the gun that was later used to kill MIT <t>police</t> officer Sean Collier and during the shootout with <t>police</t> in Watertown.,Conflict,AW|doc_id=116|sent_id=484|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:Dzhokhar Tsarnaev,Target:police
"A <s>patient</s> shoots at a doctor in a university <t>clinic</t> in Steglitz, a southwestern district of Berlin, before shooting himself.",Conflict,AW|doc_id=11|sent_id=468|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:patient,Place:clinic
"A <s>patient</s> shoots at a <t>doctor</t> in a university clinic in Steglitz, a southwestern district of Berlin, before shooting himself.",Conflict,AW|doc_id=11|sent_id=468|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:patient,Target:doctor
Eyewitnesses say a car crashed into pedestrians on nearby Westminster bridge before an <t>assailant</t> stabbed a <s>police</s>man and was shot by <s>police</s> outside the parliament building.,Conflict,AW|doc_id=11|sent_id=485|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:police,Target:assailant
"July 18, 2016 - A 17-year-old Afghan <t>refugee</t> wielding an axe and a knife attacks passengers on a train in southern Germany, severely wounding four, before being shot dead by <s>police</s>.",Conflict,AW|doc_id=11|sent_id=502|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:police,Target:refugee
The elder <t>Tsarnaev</t> died after being shot by <s>police</s> and inadvertently driven over by Dzhokhar as the two brothers attempted to flee the Boston area.,Conflict,AW|doc_id=46|sent_id=528|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:police,Target:Tsarnaev
"On April 18, as police widened their search for the alleged bombers, the <s>brothers</s> shot and killed a police <t>officer</t> at the Massachusetts Institute of Technology in Cambridge, according to the grand jury indictment.",Conflict,AW|doc_id=51|sent_id=507|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:brothers,Target:officer
Eyewitnesses say a car crashed into pedestrians on nearby Westminster bridge before an <s>assailant</s> stabbed a <t>policeman</t> and was shot by police outside the parliament building.,Conflict,AW|doc_id=11|sent_id=485|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:assailant,Target:policeman
"June 14, 2016 - A <s>Frenchman</s> of Moroccan origin stabs a police <t>commander</t> to death outside his home in a Paris suburb and kills his partner, who also worked for the police.",Conflict,AW|doc_id=11|sent_id=504|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:Frenchman,Target:commander
"He was spurred to action by the events of the Waco siege, where the <s>FBI</s> engaged in a 51-day standoff with the Branch Davidians, a small religious <t>group</t> suspected of owning illegal weapons.",Conflict,AW|doc_id=106|sent_id=489|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:FBI,Target:group
"He was spurred to action by the events of the <t>Waco</t> siege, where the <s>FBI</s> engaged in a 51-day standoff with the Branch Davidians, a small religious group suspected of owning illegal weapons.",Conflict,AW|doc_id=106|sent_id=489|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:FBI,Place:Waco
"In 1992, the Weaver <t>family</t> entered into their own standoff against federal <s>agents</s>, after Randy Weaver failed to show up to court on illegal weapons charges.",Conflict,AW|doc_id=106|sent_id=491|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:agents,Target:family
"The United Kingdom has reported only one civilian casualty incident, in which four civilians were killed and two civilians injured in a remotely piloted aircraft strike by the <s>Royal Air Force</s> in <t>Afghanistan</t> on 25 March 2011, Emmerson's report states.",Conflict,AW|doc_id=64|sent_id=465|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:Royal Air Force,Place:Afghanistan
"But Emmerson ""identified a number of sample strikes in which there are credible allegations that <t>civilians</t> were killed or injured as the result of <s>Israeli</s> drone strikes in Gaza"".",Conflict,AW|doc_id=194|sent_id=479|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:Israeli,Target:civilians
"But Emmerson ""identified a number of sample strikes in which there are credible allegations that civilians were killed or injured as the result of <s>Israeli</s> drone strikes in <t>Gaza</t>"".",Conflict,AW|doc_id=194|sent_id=479|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:Israeli,Place:Gaza
"The dead assailant, who was older than most Islamist <s>attackers</s> involved in recent spectacular terror attacks in <t>Europe</t>, had been a teacher of English and was known as a fanatical bodybuilder.",Conflict,AW|doc_id=118|sent_id=526|dataset=wiki|osplit=train|etype=Conflict.Attack.Unspecified,Conflict.Attack.Unspecified,Attacker:attackers,Place:Europe
"<s>Indonesia</s> successfully combated the JI related <t>terrorist</t> threat through police action, intelligence operations and high profile criminal prosecutions.",Conflict,AW|doc_id=67|sent_id=543|dataset=wiki|osplit=train|etype=Conflict.Defeat.Unspecified,Conflict.Defeat.Unspecified,Victor:Indonesia,Defeated:terrorist
"<s>Protesters</s> clash with Venezuelan <t>security forces</t>. Thousands have been arrested, and many allege mistreatment.",Conflict,AW|doc_id=207|sent_id=544|dataset=wiki|osplit=dev|etype=Conflict.Demonstrate.DemonstrateWithViolence,Conflict.Demonstrate.DemonstrateWithViolence,Demonstrator:Protesters,Regulator:security forces
"On Saturday, the <s>mosque</s> posted a long note on its front door, which was photographed and uploaded to Twitter by several people, including <t>Steve Annear</t>, a freelance journalist and contributor to Boston Magazine.",Cooperation,AW|doc_id=189|sent_id=664|dataset=wiki|osplit=train|etype=Contact.Contact.Broadcast,Contact.Contact.Broadcast,Communicator:mosque,Recipient:Steve Annear
"(Massachusetts Congressman <s>Stephen Lynch</s>, reiterating what doctors at multiple hospitals had reported at briefings of their own Monday night, told <t>Yahoo News</t> that many victims were struck by what appeared to be metal ball bearings.)",Cooperation,AW|doc_id=91|sent_id=662|dataset=wiki|osplit=train|etype=Contact.Contact.Broadcast,Contact.Contact.Broadcast,Communicator:Stephen Lynch,Recipient:Yahoo News
"<s>Tsarnaev</s> also interrupted a talk last November when a <t>speaker</t> said it was fine for people to celebrate holidays such as Thanksgiving and July 4, in the same way you celebrate the birthday of the Prophet.",Cooperation,AW|doc_id=189|sent_id=673|dataset=wiki|osplit=train|etype=Contact.Contact.Correspondence,Contact.Contact.Correspondence,Participant:Tsarnaev,Participant:speaker
"We know that the government has its reasons for seeking the death penalty, <s>Bill</s> and <t>Denise Richard</t> wrote in an essay in The Boston Globe last week, ""but the continued pursuit of that punishment could bring years of appeals and prolong the most painful day of our lives.""",Cooperation,AW|doc_id=46|sent_id=665|dataset=wiki|osplit=train|etype=Contact.Contact.Correspondence,Contact.Contact.Correspondence,Participant:Bill,Participant:Denise Richard
Senators <t>Lindsey Graham</t> and <s>Jeanne Shaheen</s> ate there when they visited Syria in July 2018.,Cooperation,AW|doc_id=180|sent_id=690|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Jeanne Shaheen,Participant:Lindsey Graham
"U.S. President Donald Trump, Defense Secretary <t>Patrick Shanahan</t>, and Secretary of State <s>Mike Pompeo</s> attend the Dignified Transfer of Remains Ceremony, 19 January 2019.",Cooperation,AW|doc_id=180|sent_id=691|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Mike Pompeo,Participant:Patrick Shanahan
"U.S. President <t>Donald Trump</t>, Defense Secretary Patrick Shanahan, and Secretary of State <s>Mike Pompeo</s> attend the Dignified Transfer of Remains Ceremony, 19 January 2019.",Cooperation,AW|doc_id=180|sent_id=691|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Mike Pompeo,Participant:Donald Trump
"U.S. President <t>Donald Trump</t>, Defense Secretary <s>Patrick Shanahan</s>, and Secretary of State Mike Pompeo attend the Dignified Transfer of Remains Ceremony, 19 January 2019.",Cooperation,AW|doc_id=180|sent_id=691|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Patrick Shanahan,Participant:Donald Trump
"Reprieve, which filed two lawsuits on behalf of alleged drone <t>victim</t>s in May of 2012, arranged, paid for and collaborated on many of the <t>victim</t> interviews conducted by the Stanford-NYU <s>researchers</s>.",Cooperation,AW|doc_id=43|sent_id=689|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:researchers,Participant:victim
"WASHINGTON — In March 2011, the Russian security service sent a stark warning to the F.B.I., reporting that <s>Tamerlan Tsarnaev</s> was “a follower of radical Islam” who had “changed drastically since 2010” and was preparing to travel to Russia’s turbulent Caucasus to connect with <t>underground militant groups</t>.",Cooperation,AW|doc_id=149|sent_id=695|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Tamerlan Tsarnaev,Participant:underground militant groups
"By the report’s own admission, the research project it undertook in Pakistan to interview family <t>members</t> of drone strike victims was commissioned by <s>Reprieve</s>, a UK based advocacy organization.",Cooperation,AW|doc_id=43|sent_id=678|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Reprieve,Participant:members
"George <t>police</t> interviewed the <s>boy</s> who took classes at Pineview High, Hurricane <t>police</t> were called.",Cooperation,AW|doc_id=105|sent_id=683|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:boy,Participant:police
US <s>officials</s> have met Taliban <t>representatives</t> in a number of countries.,Cooperation,AW|doc_id=59|sent_id=693|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:officials,Participant:representatives
We can also look back to 4 July when <s>Tony Blair</s> and Bertie Ahern met the pro-Good Friday Agreement <t>parties</t> at Hillsborough Castle.,Cooperation,AW|doc_id=148|sent_id=696|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Tony Blair,Participant:parties
We can also look back to 4 July when <s>Tony Blair</s> and <t>Bertie Ahern</t> met the pro-Good Friday Agreement parties at Hillsborough Castle.,Cooperation,AW|doc_id=148|sent_id=696|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Tony Blair,Participant:Bertie Ahern
We can also look back to 4 July when Tony Blair and <t>Bertie Ahern</t> met the pro-Good Friday Agreement <s>parties</s> at Hillsborough Castle.,Cooperation,AW|doc_id=148|sent_id=696|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:parties,Participant:Bertie Ahern
"Meanwhile, the <s>Taliban</s> said it met with U.S. <t>officials</t> in Qatar on Monday, in the latest round of talks between the insurgents and Washington aimed at bringing an end to the 17-year war.",Cooperation,AW|doc_id=226|sent_id=686|dataset=wiki|osplit=test|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Taliban,Participant:officials
<s>CNN</s> has reached out to the Richard <t>family</t> for comment on Friday's ruling.,Cooperation,AW|doc_id=152|sent_id=679|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:CNN,Participant:family
U.S. <t>prosecutors</t> showed the 12-member <s>jury</s> a photo of Tsarnaev giving the middle finger to a surveillance camera the day of his first court appearance in 2013.,Cooperation,AW|doc_id=46|sent_id=692|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Topic:Participant:jury,Topic:Participant:prosecutors
"US officials say the lull was a response to requests by the Pakistani <s>government</s>, which has been trying to launch peace talks with the <t>Pakistani Taliban</t>.",Cooperation,AW|doc_id=194|sent_id=694|dataset=wiki|osplit=train|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:government,Participant:Pakistani Taliban
<t>Dzhokhar Tsarnaev</t> visits <s>Silva</s> and borrows the Ruger pistol — the gun that was later used to kill MIT police officer Sean Collier and during the shootout with police in Watertown.,Cooperation,AW|doc_id=236|sent_id=484|dataset=wiki|osplit=test|etype=Contact.Contact.Meet,Contact.Contact.Meet,Participant:Silva,Participant:Dzhokhar Tsarnaev
In February 1975 the <s>Provisional Irish Republican Army</s> agreed to a truce and ceasefire with the British government and the <t>Northern Ireland Office</t>.,Cooperation,AW|doc_id=230|sent_id=706|dataset=wiki|osplit=test|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:Provisional Irish Republican Army,Participant:Northern Ireland Office
In February 1975 the <s>Provisional Irish Republican Army</s> agreed to a truce and ceasefire with the <t>British government</t> and the Northern Ireland Office.,Cooperation,AW|doc_id=230|sent_id=706|dataset=wiki|osplit=test|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:Provisional Irish Republican Army,Participant:British government
"Police believe the alleged mastermind of the Jakarta attack, an Indonesian fighting with Islamic State in Syria called <s>Bahrun Naim</s>, used social media to communicate his radical ideas to <t>followers</t> in Indonesia.",Cooperation,AW|doc_id=67|sent_id=715|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Topic:Participant:Bahrun Naim,Topic:Participant:followers
"The <s>ELN</s>, however, persisted that the <t>Colombian government</t> should continue dialogue without making any demands towards the group.",Conflict,AW|doc_id=19|sent_id=722|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:ELN,Participant:Colombian government
"Cuba shared condolences with Colombia, with its foreign ministry stating Cuba ""will act with strict respect for the Protocols of Dialogue and Peace signed by the <s>Government</s> and the <t>ELN</t>, including the Protocol in Case of a Rupture in Negotiations"".",Cooperation,AW|doc_id=19|sent_id=702|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:Government,Participant:ELN
President Iván Duque Márquez announced on 18 January that peace dialogue between the <s>Government of Colombia</s> and the <t>ELN</t> was officially suspended.,Conflict,AW|doc_id=19|sent_id=717|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Government of Colombia,ELN
"By June, the <s>organisation</s> felt confident enough to call a ceasefire and hold secret talks with British <t>ministers</t> in London.",Cooperation,AW|doc_id=221|sent_id=701|dataset=wiki|osplit=dev|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:organisation,Participant:ministers
<t>Firefighters</t> interviewed by <s>the Associated Press</s> claimed that the bangs heard were caused by a gas tank explosion in a nearby apartment.,Cooperation,AW|doc_id=5|sent_id=704|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:the Associated Press,Participant:Firefighters
"According to InSight Crime, the <s>ELN</s> and FARC <t>dissidents</t> allegedly met together in Venezuela to form a potential alliance in October 2018.",Cooperation,AW|doc_id=19|sent_id=700|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:ELN,Participant:dissidents
"It says that on Bloody Friday, July 21 1972, and on other occasions the <s>IRA</s>'s actions resulted in the deaths of non-combatants and the <s>IRA</s> offers its sincere apologies and condolences to their <t>families</t>.",Cooperation,AW|doc_id=148|sent_id=708|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:IRA,Participant:families
"In the last year-and-half both <s>Abedi</s> and his older <t>brother</t>, 23-year-old Ismail, were active on social media sites, praising jihadists.",Cooperation,AW|doc_id=187|sent_id=707|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:Abedi,Participant:brother
One police <s>officer</s> at the scene recalled the events for the <t>BBC</t> series Provos in 1997.,Cooperation,AW|doc_id=221|sent_id=712|dataset=wiki|osplit=dev|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:officer,Participant:BBC
"The statement from the <s>IRA</s> was received by <t>An Phoblacht</t> (Republican News) on Tuesday, 16 July:",Cooperation,AW|doc_id=119|sent_id=724|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:IRA,Participant:An Phoblacht
It was also alleged that former FARC commander <t>Iván Márquez</t> participated in the talks with the <s>ELN</s>.,Cooperation,AW|doc_id=19|sent_id=709|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:ELN,Participant:Iván Márquez
"Phil Novack, a <t>spokesman</t> for Cruz, told <s>Defense One</s> that the Senator's office is working with the Pentagon to get specific numbers.",Cooperation,AW|doc_id=90|sent_id=714|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:Defense One,Participant:spokesman
"“You can do as much or more damage with a 5-pound EFP, which is aimed, as with a 200-pound conventional IED,” a Pentagon <s>analyst</s> told <t>Los Angeles Times</t> writer Andrew Cockburn in 2007.",Cooperation,AW|doc_id=90|sent_id=697|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:analyst,Participant:Los Angeles Times
"That move had been expected to be imminent, but his Belgian lawyer, <t>Sven Mary</t>, told <s>journalists</s> Thursday that Abdeslam’s extradition would not happen for several weeks.",Cooperation,AW|doc_id=137|sent_id=721|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:journalists,Participant:Sven Mary
"A local imam, <s>Mohammed Saeed</s>, told British <t>newspapers</t> Abedi stopped attending his mosque in 2015 after they argued over IS.",Cooperation,AW|doc_id=187|sent_id=698|dataset=wiki|osplit=train|etype=Contact.Contact.Unspecified,Contact.Contact.Unspecified,Participant:Mohammed Saeed,Participant:newspapers
12.15 pm – President <s>Maithripala Sirisena</s> appeals for <t>people</t> to keep calm,Conflict,AW|doc_id=103|sent_id=725|dataset=wiki|osplit=train|etype=Contact.RequestCommand.Broadcast,Contact.RequestCommand.Broadcast,Communicator:Maithripala Sirisena,Recipient:people
"Responding to the spiraling tensions, the <s>U.S. State Department</s> ordered the departure of family members of <t>American</t> staff at its embassy in Caracas.",Conflict,AW|doc_id=207|sent_id=728|dataset=wiki|osplit=dev|etype=Contact.RequestCommand.Broadcast,Contact.RequestCommand.Broadcast,Communicator:U.S. State Department,Recipient:American
<s>Police</s> have urged <t>people</t> to avoid the area.,Conflict,AW|doc_id=208|sent_id=727|dataset=wiki|osplit=dev|etype=Contact.RequestCommand.Broadcast,Contact.RequestCommand.Broadcast,Communicator:Police,Recipient:people
"<s>Tsarnaev</s>, then 19, talks to his close friend, <t>Stephen Silva</t>, about borrowing Silva’s 9mm P95 Ruger semi-automatic pistol.",Cooperation,AW|doc_id=236|sent_id=729|dataset=wiki|osplit=test|etype=Contact.RequestCommand.Correspondence,Contact.RequestCommand.Correspondence,Communicator:Tsarnaev,Recipient:Stephen Silva
"The <s>opposition</s> responded by calling for nationwide mobilization, asking <t>citizens</t> to take to the streets from the Caribbean Sea to the Andes Mountains.",Conflict,AW|doc_id=207|sent_id=746|dataset=wiki|osplit=dev|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:opposition,Recipient:citizens
<s>Government</s> opponents are begging <t>Venezuelans</t> to sit out a vote on Sunday for what they see as a puppet congress and the last step toward dictatorship in this South American country.,Conflict,AW|doc_id=207|sent_id=739|dataset=wiki|osplit=dev|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:Government,Recipient:Venezuelans
After the Jakarta attack there have been demonstrations by Indonesian <s>Muslims</s> to denounce terrorism and call for the <t>government</t> to eradicate radical militants and supporters of Islamic State in the country.,Conflict,AW|doc_id=67|sent_id=732|dataset=wiki|osplit=train|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:Muslims,Recipient:government
"In August 1999, an Islamic <s>body</s> declared an independent state in parts of Dagestan and Chechnya, and called on <t>Muslims</t> to take up arms against Russia in a holy war.",Conflict,AW|doc_id=209|sent_id=740|dataset=wiki|osplit=dev|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:body,Recipient:Muslims
"French Interior Minister <s>Christophe Castaner</s> said he has instructed all <t>police</t> prefects to ""reinforce the security of public sites and events.""",Conflict,AW|doc_id=208|sent_id=738|dataset=wiki|osplit=dev|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:Christophe Castaner,Recipient:police
"<s>Managers</s> are responsible for making sure the <t>workers</t> participate, and have lists saying where each worker votes.",Conflict,AW|doc_id=146|sent_id=743|dataset=wiki|osplit=train|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:Managers,Recipient:workers
"At each department, the <s>manager</s> is responsible for making sure <t>his people</t> vote.",Cooperation,AW|doc_id=146|sent_id=733|dataset=wiki|osplit=train|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:manager,Recipient:his people
British security services acknowledged <t>Abedi</t> was known to them — there are some reports the intelligence <s>service</s> may have tried to persuade him to act as an informant — but they did not see him as a high risk.,Conflict,AW|doc_id=187|sent_id=734|dataset=wiki|osplit=train|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:service,Recipient:Abedi
"But again, I urge <t>people</t> in Bali not to be afraid, but they should stay alert,"" said Bali Police Chief <s>Sugeng Priyanto</s>.",Conflict,AW|doc_id=67|sent_id=735|dataset=wiki|osplit=train|etype=Contact.RequestCommand.Unspecified,Contact.RequestCommand.Unspecified,Communicator:Sugeng Priyanto,Recipient:people
Maduro has acknowledged that <s>the government</s> is pressuring public <t>employees</t> to vote.,Conflict,AW|doc_id=207|sent_id=748|dataset=wiki|osplit=dev|etype=Contact.ThreatenCoerce.Broadcast,Contact.ThreatenCoerce.Broadcast,Communicator:the government,Recipient:employees
"The letter was sent by an<s> anonymous individual</s> to <t>Buleleng district</t>, and the police are still conducting an investigation, and trying to find out who sent the letter.",Conflict,AW|doc_id=67|sent_id=750|dataset=wiki|osplit=train|etype=Contact.ThreatenCoerce.Correspondence,Contact.ThreatenCoerce.Correspondence,Communicator: anonymous individual,Recipient:Buleleng district
Indonesian <t>Police</t> Receive <s>Terrorist</s> Threat Targeting Bali,Conflict,AW|doc_id=67|sent_id=752|dataset=wiki|osplit=train|etype=Contact.ThreatenCoerce.Unspecified,Contact.ThreatenCoerce.Unspecified,Communicator:Terrorist,Recipient:Police
"The <s>United States</s> warned it would sanction <t>Venezuela</t> and anyone who joins the new legislation body, if Maduro goes through with a July 30 vote.",Conflict,AW|doc_id=9|sent_id=754|dataset=wiki|osplit=train|etype=Contact.ThreatenCoerce.Unspecified,Contact.ThreatenCoerce.Unspecified,Communicator:United States,Recipient:Venezuela
"<s>Robel Phillipos</s>, 19, was one of the three people who removed a backpack full of fireworks and a laptop from Tsarnaev's dormitory <t>room</t> at the University of Massachusetts Dartmouth days after the April 15 attack, and later lied about it, prosecutors claim.",Conflict,AW|doc_id=170|sent_id=757|dataset=wiki|osplit=train|etype=GenericCrime.GenericCrime.GenericCrime,GenericCrime.GenericCrime.GenericCrime,Perpetrator:Robel Phillipos,Place:room
"At the time of his arrest, the <s>authorities</s> found bomb-making materials in his <t>motel room</t>.",Conflict,AW|doc_id=101|sent_id=842|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:authorities,Place:motel room
France Lyon: <s>Police</s> arrest <t>suspects</t> in parcel bomb attack Published duration 27 May 2019,Conflict,AW|doc_id=134|sent_id=844|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:Police,Detainee:suspects
<t>France Lyon</t>: <s>Police</s> arrest suspects in parcel bomb attack Published duration 27 May 2019,Conflict,AW|doc_id=134|sent_id=844|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:Police,Place:France Lyon
"An ISIS-inspired Utah <t>teen</t> has been arrested after bringing a homemade bomb to his high school and attempting to detonate it, <s>police</s> said.",Conflict,AW|doc_id=69|sent_id=841|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:police,Detainee:teen
"Rowley, head of counterterrorism efforts for London’s <s>Metropolitan Police Service</s>, said the eight <t>people</t> arrested Thursday were picked up during searches at six separate locations, and that investigations were continuing in London, Birmingham and other parts of England.",Conflict,AW|doc_id=118|sent_id=859|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:Metropolitan Police Service,Detainee:people
"Rowley, head of counterterrorism efforts for London’s <s>Metropolitan Police Service</s>, said the eight people arrested Thursday were picked up during searches at <t>six separate locations</t>, and that investigations were continuing in London, Birmingham and other parts of England.",Conflict,AW|doc_id=118|sent_id=859|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:Metropolitan Police Service,Place:six separate locations
"French <s>police</s> have arrested four <t>people</t> after a suspected parcel bomb exploded in Lyon last week, injuring 13 <t>people</t>.",Conflict,AW|doc_id=134|sent_id=845|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:police,Detainee:people
A source told news agency Reuters that <s>police</s> arrested him in <t>Lyon</t> after tailing him in the street.,Conflict,AW|doc_id=134|sent_id=837|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:police,Place:Lyon
U.S. federal <s>agents</s> arrested the two <t>Kazakhs</t> and an American for allegedly helping Dzhokhar Tsarnaev destroy evidence.,Conflict,AW|doc_id=151|sent_id=865|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:agents,Detainee:Kazakhs
U.S. federal <s>agents</s> arrested the two Kazakhs and an <t>American</t> for allegedly helping Dzhokhar Tsarnaev destroy evidence.,Conflict,AW|doc_id=151|sent_id=865|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:agents,Detainee:American
<t>Farnsworth</t> was arrested last year after <s>police</s> said he brought a backpack loaded with a bomb to Pine View High.,Conflict,AW|doc_id=169|sent_id=843|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:police,Detainee:Farnsworth
<s>Police</s> arrested <t>Ismail</t> Monday night hours after the blast.,Conflict,AW|doc_id=187|sent_id=854|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:Police,Detainee:Ismail
"<t>Protesters</t> clash with Venezuelan <s>security forces</s>. Thousands have been arrested, and many allege mistreatment.",Conflict,AW|doc_id=207|sent_id=544|dataset=wiki|osplit=dev|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:security forces,Detainee:Protesters
<t>London</t> <s>police</s> said Friday they have made two more arrests in connection with the attack near Parliament.,Conflict,AW|doc_id=118|sent_id=849|dataset=wiki|osplit=train|etype=Justice.ArrestJailDetain.Unspecified,Justice.ArrestJailDetain.Unspecified,Jailer:police,Place:London
